region,planning_year,reserve_margin
p74,2040,0.097
p74,2041,0.097
p74,2042,0.097
p74,2043,0.097
p74,2044,0.097
p74,2045,0.097
p74,2046,0.097
p74,2047,0.097
p74,2048,0.097
p74,2049,0.097
p74,2050,0.097
p75,2025,0.092
p75,2026,0.094
p75,2027,0.096
p75,2028,0.095
p75,2029,0.094
p75,2030,0.094
p75,2031,0.095
p75,2032,0.096
p75,2033,0.097
p75,2034,0.097
p75,2035,0.097
p75,2036,0.097
p75,2037,0.097
p75,2038,0.097
p75,2039,0.097
p75,2040,0.097
p75,2041,0.097
p75,2042,0.097
p75,2043,0.097
p75,2044,0.097
p75,2045,0.097
p75,2046,0.097
p75,2047,0.097
p75,2048,0.097
p75,2049,0.097
p75,2050,0.097
p76,2025,0.092
p76,2026,0.094
p76,2027,0.096
p76,2028,0.095
p76,2029,0.094
p76,2030,0.094
p76,2031,0.095
p76,2032,0.096
p76,2033,0.097
p76,2034,0.097
p76,2035,0.097
p76,2036,0.097
p76,2037,0.097
p76,2038,0.097
p76,2039,0.097
p76,2040,0.097
p76,2041,0.097
p76,2042,0.097
p76,2043,0.097
p76,2044,0.097
p76,2045,0.097
p76,2046,0.097
p76,2047,0.097
p76,2048,0.097
p76,2049,0.097
p76,2050,0.097
p77,2025,0.092
p77,2026,0.094
p77,2027,0.096
p77,2028,0.095
p77,2029,0.094
p77,2030,0.094
p77,2031,0.095
p77,2032,0.096
p77,2033,0.097
p77,2034,0.097
p77,2035,0.097
p77,2036,0.097
p77,2037,0.097
p77,2038,0.097
p77,2039,0.097
p77,2040,0.097
p77,2041,0.097
p77,2042,0.097
p77,2043,0.097
p77,2044,0.097
p77,2045,0.097
p77,2046,0.097
p77,2047,0.097
p77,2048,0.097
p77,2049,0.097
p77,2050,0.097
p78,2025,0.092
p78,2026,0.094
p78,2027,0.096
p78,2028,0.095
p78,2029,0.094
p78,2030,0.094
p78,2031,0.095
p78,2032,0.096
p78,2033,0.097
p78,2034,0.097
p78,2035,0.097
p78,2036,0.097
p78,2037,0.097
p78,2038,0.097
p78,2039,0.097
p78,2040,0.097
p78,2041,0.097
p78,2042,0.097
p78,2043,0.097
p78,2044,0.097
p78,2045,0.097
p78,2046,0.097
p78,2047,0.097
p78,2048,0.097
p78,2049,0.097
p78,2050,0.097
p79,2025,0.092
p79,2026,0.094
p79,2027,0.096
p79,2028,0.095
p79,2029,0.094
p79,2030,0.094
p79,2031,0.095
p79,2032,0.096
p79,2033,0.097
p79,2034,0.097
p79,2035,0.097
p79,2036,0.097
p79,2037,0.097
p79,2038,0.097
p79,2039,0.097
p79,2040,0.097
p79,2041,0.097
p79,2042,0.097
p79,2043,0.097
p79,2044,0.097
p79,2045,0.097
p79,2046,0.097
p79,2047,0.097
p79,2048,0.097
p79,2049,0.097
p79,2050,0.097
p8,2025,0.163
p8,2026,0.158
p8,2027,0.159
p8,2028,0.154
p8,2029,0.147
p8,2030,0.145
p8,2031,0.143
p8,2032,0.142
p8,2033,0.144
p8,2034,0.138
p8,2035,0.138
p8,2036,0.138
p8,2037,0.138
p8,2038,0.138
p8,2039,0.138
p8,2040,0.138
p8,2041,0.138
p8,2042,0.138
p8,2043,0.138
p8,2044,0.138
p8,2045,0.138
p8,2046,0.138
p8,2047,0.138
p8,2048,0.138
p8,2049,0.138
p8,2050,0.138
p80,2025,0.177
p80,2026,0.177
p80,2027,0.176
p80,2028,0.176
p80,2029,0.176
p80,2030,0.176
p80,2031,0.176
p80,2032,0.176
p80,2033,0.176
p80,2034,0.176
p80,2035,0.176
p80,2036,0.176
p80,2037,0.176
p80,2038,0.176
p80,2039,0.176
p80,2040,0.176
p80,2041,0.176
p80,2042,0.176
p80,2043,0.176
p80,2044,0.176
p80,2045,0.176
p80,2046,0.176
p80,2047,0.176
p80,2048,0.176
p80,2049,0.176
p80,2050,0.176
p81,2025,0.092
p81,2026,0.094
p81,2027,0.096
p81,2028,0.095
p81,2029,0.094
p81,2030,0.094
p81,2031,0.095
p81,2032,0.096
p81,2033,0.097
p81,2034,0.097
p81,2035,0.097
p81,2036,0.097
p81,2037,0.097
p81,2038,0.097
p81,2039,0.097
p81,2040,0.097
p81,2041,0.097
p81,2042,0.097
p81,2043,0.097
p81,2044,0.097
p81,2045,0.097
p81,2046,0.097
p81,2047,0.097
p81,2048,0.097
p81,2049,0.097
p81,2050,0.097
p82,2025,0.092
p82,2026,0.094
p82,2027,0.096
p82,2028,0.095
p82,2029,0.094
p82,2030,0.094
p82,2031,0.095
p82,2032,0.096
p82,2033,0.097
p82,2034,0.097
p82,2035,0.097
p82,2036,0.097
p82,2037,0.097
p82,2038,0.097
p82,2039,0.097
p82,2040,0.097
p82,2041,0.097
p82,2042,0.097
p82,2043,0.097
p82,2044,0.097
p82,2045,0.097
p82,2046,0.097
p82,2047,0.097
p82,2048,0.097
p82,2049,0.097
p82,2050,0.097
p83,2025,0.092
p83,2026,0.094
p83,2027,0.096
p83,2028,0.095
p83,2029,0.094
p83,2030,0.094
p83,2031,0.095
p83,2032,0.096
p83,2033,0.097
p83,2034,0.097
p83,2035,0.097
p83,2036,0.097
p83,2037,0.097
p83,2038,0.097
p83,2039,0.097
p83,2040,0.097
p83,2041,0.097
p83,2042,0.097
p83,2043,0.097
p83,2044,0.097
p83,2045,0.097
p83,2046,0.097
p83,2047,0.097
p83,2048,0.097
p83,2049,0.097
p83,2050,0.097
p84,2025,0.092
p84,2026,0.094
p84,2027,0.096
p84,2028,0.095
p84,2029,0.094
p84,2030,0.094
p84,2031,0.095
p84,2032,0.096
p84,2033,0.097
p84,2034,0.097
p84,2035,0.097
p84,2036,0.097
p84,2037,0.097
p84,2038,0.097
p84,2039,0.097
p84,2040,0.097
p84,2041,0.097
p84,2042,0.097
p84,2043,0.097
p84,2044,0.097
p84,2045,0.097
p84,2046,0.097
p84,2047,0.097
p84,2048,0.097
p84,2049,0.097
p84,2050,0.097
p85,2025,0.092
p85,2026,0.094
p85,2027,0.096
p85,2028,0.095
p85,2029,0.094
p85,2030,0.094
p85,2031,0.095
p85,2032,0.096
p85,2033,0.097
p85,2034,0.097
p85,2035,0.097
p85,2036,0.097
p85,2037,0.097
p85,2038,0.097
p85,2039,0.097
p85,2040,0.097
p85,2041,0.097
p85,2042,0.097
p85,2043,0.097
p85,2044,0.097
p85,2045,0.097
p85,2046,0.097
p85,2047,0.097
p85,2048,0.097
p85,2049,0.097
p85,2050,0.097
p86,2025,0.092
p86,2026,0.094
p86,2027,0.096
p86,2028,0.095
p86,2029,0.094
p86,2030,0.094
p86,2031,0.095
p86,2032,0.096
p86,2033,0.097
p86,2034,0.097
p86,2035,0.097
p86,2036,0.097
p86,2037,0.097
p86,2038,0.097
p86,2039,0.097
p86,2040,0.097
p86,2041,0.097
p86,2042,0.097
p86,2043,0.097
p86,2044,0.097
p86,2045,0.097
p86,2046,0.097
p86,2047,0.097
p86,2048,0.097
p86,2049,0.097
p86,2050,0.097
p87,2025,0.092
p87,2026,0.094
p87,2027,0.096
p87,2028,0.095
p87,2029,0.094
p87,2030,0.094
p87,2031,0.095
p87,2032,0.096
p87,2033,0.097
p87,2034,0.097
p87,2035,0.097
p87,2036,0.097
p87,2037,0.097
p87,2038,0.097
p87,2039,0.097
p87,2040,0.097
p87,2041,0.097
p87,2042,0.097
p87,2043,0.097
p87,2044,0.097
p87,2045,0.097
p87,2046,0.097
p87,2047,0.097
p87,2048,0.097
p87,2049,0.097
p87,2050,0.097
p88,2025,0.15
p88,2026,0.15
p88,2027,0.15
p88,2028,0.15
p88,2029,0.15
p88,2030,0.15
p88,2031,0.15
p88,2032,0.15
p88,2033,0.15
p88,2034,0.15
p88,2035,0.15
p88,2036,0.15
p88,2037,0.15
p88,2038,0.15
p88,2039,0.15
p88,2040,0.15
p88,2041,0.15
p88,2042,0.15
p88,2043,0.15
p88,2044,0.15
p88,2045,0.15
p88,2046,0.15
p88,2047,0.15
p88,2048,0.15
p88,2049,0.15
p88,2050,0.15
p89,2025,0.15
p89,2026,0.15
p89,2027,0.15
p89,2028,0.15
p89,2029,0.15
p89,2030,0.15
p89,2031,0.15
p89,2032,0.15
p89,2033,0.15
p89,2034,0.15
p89,2035,0.15
p89,2036,0.15
p89,2037,0.15
p89,2038,0.15
p89,2039,0.15
p89,2040,0.15
p89,2041,0.15
p89,2042,0.15
p89,2043,0.15
p89,2044,0.15
p89,2045,0.15
p89,2046,0.15
p89,2047,0.15
p89,2048,0.15
p89,2049,0.15
p89,2050,0.15
p9,2025,0.174
p9,2026,0.174
p9,2027,0.164
p9,2028,0.174
p9,2029,0.166
p9,2030,0.164
p9,2031,0.161
p9,2032,0.163
p9,2033,0.149
p9,2034,0.153
p9,2035,0.153
p9,2036,0.153
p9,2037,0.153
p9,2038,0.153
p9,2039,0.153
p9,2040,0.153
p9,2041,0.153
p9,2042,0.153
p9,2043,0.153
p9,2044,0.153
p9,2045,0.153
p9,2046,0.153
p9,2047,0.153
p9,2048,0.153
p9,2049,0.153
p9,2050,0.153
p90,2025,0.15
p90,2026,0.15
p90,2027,0.15
p90,2028,0.15
p90,2029,0.15
p90,2030,0.15
p90,2031,0.15
p90,2032,0.15
p90,2033,0.15
p90,2034,0.15
p90,2035,0.15
p90,2036,0.15
p90,2037,0.15
p90,2038,0.15
p90,2039,0.15
p90,2040,0.15
p90,2041,0.15
p90,2042,0.15
p90,2043,0.15
p90,2044,0.15
p90,2045,0.15
p90,2046,0.15
p90,2047,0.15
p90,2048,0.15
p90,2049,0.15
p90,2050,0.15
p91,2025,0.15
p91,2026,0.15
p91,2027,0.15
p91,2028,0.15
p91,2029,0.15
p91,2030,0.15
p91,2031,0.15
p91,2032,0.15
p91,2033,0.15
p91,2034,0.15
p91,2035,0.15
p91,2036,0.15
p91,2037,0.15
p91,2038,0.15
p91,2039,0.15
p91,2040,0.15
p91,2041,0.15
p91,2042,0.15
p91,2043,0.15
p91,2044,0.15
p91,2045,0.15
p91,2046,0.15
p91,2047,0.15
p91,2048,0.15
p91,2049,0.15
p91,2050,0.15
p92,2025,0.15
p92,2026,0.15
p92,2027,0.15
p92,2028,0.15
p92,2029,0.15
p92,2030,0.15
p92,2031,0.15
p92,2032,0.15
p92,2033,0.15
p92,2034,0.15
p92,2035,0.15
p92,2036,0.15
p92,2037,0.15
p92,2038,0.15
p92,2039,0.15
p92,2040,0.15
p92,2041,0.15
p92,2042,0.15
p92,2043,0.15
p92,2044,0.15
p92,2045,0.15
p92,2046,0.15
p92,2047,0.15
p92,2048,0.15
p92,2049,0.15
p92,2050,0.15
p93,2025,0.15
p93,2026,0.15
p93,2027,0.15
p93,2028,0.15
p93,2029,0.15
p93,2030,0.15
p93,2031,0.15
p93,2032,0.15
p93,2033,0.15
p93,2034,0.15
p93,2035,0.15
p93,2036,0.15
p93,2037,0.15
p93,2038,0.15
p93,2039,0.15
p93,2040,0.15
p93,2041,0.15
p93,2042,0.15
p93,2043,0.15
p93,2044,0.15
p93,2045,0.15
p93,2046,0.15
p93,2047,0.15
p93,2048,0.15
p93,2049,0.15
p93,2050,0.15
p94,2025,0.15
p94,2026,0.15
p94,2027,0.15
p94,2028,0.15
p94,2029,0.15
p94,2030,0.15
p94,2031,0.15
p94,2032,0.15
p94,2033,0.15
p94,2034,0.15
p94,2035,0.15
p94,2036,0.15
p94,2037,0.15
p94,2038,0.15
p94,2039,0.15
p94,2040,0.15
p94,2041,0.15
p94,2042,0.15
p94,2043,0.15
p94,2044,0.15
p94,2045,0.15
p94,2046,0.15
p94,2047,0.15
p94,2048,0.15
p94,2049,0.15
p94,2050,0.15
p95,2025,0.15
p95,2026,0.15
p95,2027,0.15
p95,2028,0.15
p95,2029,0.15
p95,2030,0.15
p95,2031,0.15
p95,2032,0.15
p95,2033,0.15
p95,2034,0.15
p95,2035,0.15
p95,2036,0.15
p95,2037,0.15
p95,2038,0.15
p95,2039,0.15
p95,2040,0.15
p95,2041,0.15
p95,2042,0.15
p95,2043,0.15
p95,2044,0.15
p95,2045,0.15
p95,2046,0.15
p95,2047,0.15
p95,2048,0.15
p95,2049,0.15
p95,2050,0.15
p96,2025,0.15
p96,2026,0.15
p96,2027,0.15
p96,2028,0.15
p96,2029,0.15
p96,2030,0.15
p96,2031,0.15
p96,2032,0.15
p96,2033,0.15
p96,2034,0.15
p96,2035,0.15
p96,2036,0.15
p96,2037,0.15
p96,2038,0.15
p96,2039,0.15
p96,2040,0.15
p96,2041,0.15
p96,2042,0.15
p96,2043,0.15
p96,2044,0.15
p96,2045,0.15
p96,2046,0.15
p96,2047,0.15
p96,2048,0.15
p96,2049,0.15
p96,2050,0.15
p97,2025,0.15
p97,2026,0.15
p97,2027,0.15
p97,2028,0.15
p97,2029,0.15
p97,2030,0.15
p97,2031,0.15
p97,2032,0.15
p97,2033,0.15
p97,2034,0.15
p97,2035,0.15
p97,2036,0.15
p97,2037,0.15
p97,2038,0.15
p97,2039,0.15
p97,2040,0.15
p97,2041,0.15
p97,2042,0.15
p97,2043,0.15
p97,2044,0.15
p97,2045,0.15
p97,2046,0.15
p97,2047,0.15
p97,2048,0.15
p97,2049,0.15
p97,2050,0.15
p98,2025,0.15
p98,2026,0.15
p98,2027,0.15
p98,2028,0.15
p98,2029,0.15
p98,2030,0.15
p98,2031,0.15
p98,2032,0.15
p98,2033,0.15
p98,2034,0.15
p98,2035,0.15
p98,2036,0.15
p98,2037,0.15
p98,2038,0.15
p98,2039,0.15
p98,2040,0.15
p98,2041,0.15
p98,2042,0.15
p98,2043,0.15
p98,2044,0.15
p98,2045,0.15
p98,2046,0.15
p98,2047,0.15
p98,2048,0.15
p98,2049,0.15
p98,2050,0.15
p99,2025,0.177
p99,2026,0.177
p99,2027,0.176
p99,2028,0.176
p99,2029,0.176
p99,2030,0.176
p99,2031,0.176
p99,2032,0.176
p99,2033,0.176
p99,2034,0.176
p99,2035,0.176
p99,2036,0.176
p99,2037,0.176
p99,2038,0.176
p99,2039,0.176
p99,2040,0.176
p99,2041,0.176
p99,2042,0.176
p99,2043,0.176
p99,2044,0.176
p99,2045,0.176
p99,2046,0.176
p99,2047,0.176
p99,2048,0.176
p99,2049,0.176
p99,2050,0.176
