technology,tech_detail,cost_case,basis_year,heat_rate,data_year
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2023,6.992,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2030,6.99,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Advanced,2026,6.99,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2023,6.986,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2029,6.985,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2023,6.984,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2024,6.984,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2025,6.98,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2037,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2039,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2038,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2041,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2035,6.976,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2026,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2036,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2040,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2043,6.976,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2030,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2042,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2044,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2045,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2046,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2047,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2048,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2050,6.976,2024
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2049,6.976,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2025,6.975,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2026,6.966,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2031,6.966,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2024,6.966,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2023,6.966,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Advanced,2027,6.966,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2032,6.966,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2024,6.966,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2031,6.961,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2024,6.96,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2026,6.96,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2027,6.957,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2027,6.957,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2032,6.957,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2028,6.949,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2025,6.949,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2033,6.948,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2025,6.945,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2027,6.94,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2029,6.94,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2028,6.938,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2034,6.938,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2033,6.937,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2032,6.933,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Advanced,2027,6.933,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2026,6.931,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2030,6.931,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2035,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2045,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2036,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2038,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2037,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2047,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2039,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2049,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2041,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2044,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2042,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2043,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2048,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2040,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2050,6.929,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2046,6.929,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2024,6.925,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2026,6.925,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2031,6.922,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2025,6.92,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2028,6.92,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2029,6.919,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2027,6.914,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2032,6.914,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2034,6.907,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Advanced,2028,6.907,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2033,6.905,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2033,6.904,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2027,6.904,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2030,6.901,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2029,6.9,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2028,6.896,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2034,6.896,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2046,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2049,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2048,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2047,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2042,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2045,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2044,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2043,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2041,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2035,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2040,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2036,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2037,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2050,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2038,6.887,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2039,6.887,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2035,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2034,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2045,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2036,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2046,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2047,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2048,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2049,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2050,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2022,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2022,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2022,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2023,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2024,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2044,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2026,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2027,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2028,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2029,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2030,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2031,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2032,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2033,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2025,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2042,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2043,6.884,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2025,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2041,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2037,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2038,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2039,6.884,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Conservative,2040,6.884,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2028,6.884,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2031,6.882,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2030,6.88,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2026,6.88,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2029,6.879,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2049,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2044,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2050,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2048,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2047,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2046,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2045,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2043,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2036,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2042,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2041,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2040,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2039,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2038,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2037,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Moderate,2035,6.878,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2034,6.875,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Advanced,2028,6.875,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2023,6.87,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2032,6.863,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2029,6.863,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2030,6.861,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2031,6.86,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2023,6.856,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2024,6.856,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2043,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2044,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2045,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2046,6.848,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Advanced,2029,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2047,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2048,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2049,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2041,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2036,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2050,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2022,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2042,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2027,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2040,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2024,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2023,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2022,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2022,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2026,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2039,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2038,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2037,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2035,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2034,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2033,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2032,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2025,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2030,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2028,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2031,6.848,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Conservative,2029,6.848,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2043,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2042,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2040,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2049,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2039,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2035,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2041,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2048,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2038,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2044,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2037,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2036,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2050,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2047,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2046,6.847,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Moderate,2045,6.847,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2031,6.844,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2033,6.844,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2026,6.843,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2030,6.843,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2025,6.843,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2023,6.835,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2032,6.83,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2027,6.83,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2026,6.829,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2024,6.829,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2034,6.826,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2032,6.826,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2024,6.822,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2023,6.822,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2031,6.822,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Advanced,2029,6.818,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2027,6.815,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2033,6.81,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2033,6.809,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2025,6.808,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2043,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2044,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2050,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2038,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2037,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2042,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2041,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2040,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2039,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2036,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2035,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2045,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2046,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2047,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2048,6.807,2024
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2049,6.807,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2025,6.802,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2027,6.802,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2028,6.802,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2032,6.802,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2026,6.795,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2024,6.795,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2034,6.791,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2034,6.79,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2028,6.79,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Advanced,2030,6.79,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2029,6.788,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2027,6.782,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2033,6.781,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2041,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2043,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2038,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2042,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2039,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2040,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2044,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2036,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2045,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2046,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2047,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2048,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2049,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2050,6.774,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2030,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2037,6.774,2024
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2035,6.774,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 97% CCS,Advanced,2026,6.774,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2047,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2038,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2044,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2043,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2042,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2049,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2041,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2040,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2039,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2036,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2037,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2048,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2035,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2045,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2050,6.77,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 97% CCS,Moderate,2046,6.77,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2025,6.769,2024
NaturalGas,1-on-1 Combined Cycle (H-Frame) 95% CCS,Moderate,2028,6.769,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 95% CCS,Advanced,2030,6.761,2024
NaturalGas,2-on-1 Combined Cycle (H-Frame) 95% CCS,Advanced,2028,6.761,2024
