p99,p133,p128,p131
983,609,535,724
983,983,543,563
983,940,932,471
983,823,798,503
983,829,881,548
950,901,904,460
983,926,965,520
983,942,977,503
823,864,898,456
657,923,935,446
648,889,983,458
730,796,983,457
609,716,979,425
538,603,925,402
181,766,729,333
78,772,668,228
82,672,746,226
66,493,817,239
73,512,573,348
108,514,651,411
199,594,681,632
300,622,766,822
457,666,716,887
581,693,863,865
643,796,858,940
702,715,775,983
632,794,824,830
595,642,702,604
434,552,578,464
361,404,426,350
228,327,325,295
239,302,339,358
646,316,293,292
483,254,226,313
200,193,140,378
136,150,121,436
240,151,133,409
930,109,129,389
983,79,82,313
792,161,117,241
897,221,255,279
979,366,349,339
883,504,444,454
983,479,620,564
983,817,789,893
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
890,983,983,983
803,821,983,983
840,461,725,983
785,347,654,786
583,354,483,551
455,442,375,498
376,310,510,466
352,480,589,507
244,498,612,575
220,432,712,788
165,219,649,682
135,345,495,533
136,443,401,613
156,510,449,576
150,398,539,556
127,284,521,489
129,221,404,414
161,199,235,340
195,153,143,273
271,78,95,190
230,51,54,129
124,22,51,102
92,14,25,72
65,0,0,77
48,0,0,60
29,0,0,61
0,0,0,40
0,0,0,0
0,0,0,0
0,0,0,0
0,2,0,0
0,21,17,0
40,42,43,0
56,70,62,45
83,78,73,82
128,151,101,147
146,250,182,207
190,356,293,233
201,487,485,340
215,507,500,429
291,426,417,626
320,540,543,518
383,824,427,628
471,759,796,614
491,913,983,922
581,983,983,983
588,983,983,983
460,983,983,983
485,983,983,942
349,974,983,983
265,424,983,983
219,320,732,983
129,677,649,983
81,764,594,983
106,767,590,866
98,983,922,983
111,977,983,983
210,983,983,983
188,833,983,983
236,983,983,983
290,983,983,951
401,975,980,636
345,897,482,470
215,763,431,288
66,830,333,171
36,610,255,135
0,433,359,106
0,390,274,74
0,832,349,96
0,983,454,136
0,580,592,232
0,688,549,245
15,474,368,346
14,226,300,389
0,319,269,485
0,329,369,983
0,535,611,909
0,557,478,791
0,600,365,983
0,688,498,983
0,736,953,983
0,804,983,983
0,634,828,983
0,669,646,849
28,592,256,835
48,426,188,797
30,102,213,579
18,92,194,362
1,289,422,244
14,147,98,113
11,68,88,226
45,110,37,181
128,60,63,116
489,111,81,87
486,121,138,65
983,223,144,1
983,167,137,61
983,117,132,53
983,142,115,115
983,228,239,201
983,217,256,353
0,361,411,429
134,545,593,791
702,716,715,905
535,983,949,983
887,983,983,983
983,983,983,983
534,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,0
910,983,983,983
840,983,983,983
849,983,983,983
769,983,983,983
555,983,983,983
500,983,983,983
543,983,983,983
358,983,983,983
212,975,983,983
69,692,924,983
47,509,794,983
20,427,620,892
0,159,359,577
0,87,166,437
0,67,80,211
38,25,30,71
74,0,0,47
206,0,0,25
433,0,0,18
640,0,0,0
831,21,13,0
664,68,71,0
983,119,120,0
727,211,147,56
518,293,240,70
434,381,398,135
606,668,523,211
549,983,703,349
653,898,983,482
523,333,632,882
622,162,231,983
682,103,66,795
754,112,112,257
833,169,122,118
628,215,188,120
709,170,171,99
786,177,122,138
791,76,108,208
733,2,17,78
554,0,0,53
238,0,0,34
66,0,0,27
78,0,0,18
111,46,28,32
156,124,79,59
158,101,106,93
145,84,133,150
110,135,215,145
119,166,205,247
125,218,321,243
172,319,366,340
168,522,467,248
192,605,759,516
163,787,975,744
179,976,983,983
140,983,983,983
161,983,983,983
208,983,983,983
207,983,983,953
302,897,854,980
394,809,847,983
490,697,943,983
414,758,983,983
470,892,983,983
495,849,892,968
397,673,686,857
477,620,660,742
428,581,601,479
460,675,668,518
512,585,684,491
600,337,496,244
727,158,411,208
767,77,219,149
883,33,130,115
865,36,59,109
983,17,28,97
983,22,14,92
983,27,4,84
983,15,25,74
983,0,10,59
983,0,0,17
983,0,0,1
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,40,9,0
983,96,75,1
983,164,109,9
983,259,180,38
983,373,290,83
983,509,385,178
983,455,564,226
983,486,729,509
983,719,983,915
983,861,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
981,983,983,983
938,983,983,983
879,983,983,983
859,983,983,983
833,983,983,983
869,983,983,983
948,983,983,983
979,983,983,983
978,983,983,983
983,983,983,983
971,974,898,983
747,739,656,983
561,542,580,983
617,397,395,855
335,312,262,728
319,211,199,651
294,133,125,481
295,79,74,334
330,59,48,206
261,64,43,134
149,51,43,125
191,0,0,79
236,0,0,73
274,0,0,48
418,0,0,0
487,0,0,0
654,0,0,0
626,0,0,0
672,0,0,0
874,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,34,25,0
983,76,64,25
983,113,113,58
983,149,160,101
983,203,197,139
983,214,235,148
983,349,376,196
983,538,591,218
983,894,851,461
983,983,983,744
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
983,0,0,983
983,0,983,0
983,0,0,0
983,0,0,0
983,0,0,0
983,983,983,0
983,983,983,0
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,613,910,983
983,484,513,983
983,467,584,720
983,983,983,983
983,229,677,688
983,121,305,463
983,106,15,427
983,7,697,133
851,465,57,330
603,983,983,187
532,983,983,289
464,983,983,983
686,836,855,983
574,809,983,983
386,983,983,983
416,983,983,983
608,983,983,983
430,983,983,983
685,983,983,983
523,983,983,983
816,983,983,922
983,983,983,983
983,983,983,983
914,810,924,940
557,688,735,635
517,384,373,475
532,271,271,382
615,371,392,325
545,345,445,223
478,392,403,196
523,407,404,546
365,457,516,440
210,489,583,432
137,378,618,360
92,124,450,287
71,80,233,334
51,133,141,471
19,289,221,548
0,400,358,469
0,617,473,507
0,847,803,440
0,752,931,595
205,675,746,633
176,736,711,561
176,774,666,666
179,885,886,717
128,827,957,833
111,709,807,526
142,550,735,455
150,512,663,373
280,491,594,445
332,461,512,419
300,345,338,321
232,292,316,298
303,324,259,344
789,303,368,347
787,370,283,434
905,701,703,469
983,454,564,496
983,506,685,669
957,830,795,764
801,684,471,808
953,501,536,312
983,737,595,315
983,983,941,547
983,983,983,926
983,983,983,983
910,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
721,983,983,983
524,983,983,983
484,983,983,983
549,983,983,983
579,983,983,983
726,983,983,983
635,983,983,983
597,983,983,983
516,983,983,983
418,983,983,983
411,983,983,983
444,983,983,983
491,983,983,983
558,983,983,983
644,983,983,983
566,983,983,983
776,983,983,983
746,983,983,983
983,983,983,983
983,983,983,983
983,934,983,983
983,751,983,983
983,465,654,949
983,373,496,616
983,236,336,420
983,189,291,160
983,100,174,111
983,76,123,98
983,57,67,66
983,96,63,70
983,187,92,128
983,254,149,176
983,174,193,110
983,260,305,186
983,458,494,411
983,561,591,700
983,904,834,916
983,983,900,973
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,746,983,983
983,531,797,947
983,390,616,572
972,172,499,510
857,133,186,436
749,223,203,284
618,259,340,246
508,464,437,260
392,515,560,335
293,395,650,632
208,677,565,983
100,521,692,798
148,983,361,750
275,983,983,983
286,983,983,646
340,983,983,983
411,983,983,983
442,983,983,983
520,983,983,983
518,983,983,983
439,983,983,983
336,983,983,983
487,983,983,983
610,983,983,983
451,983,983,983
217,983,983,983
128,983,983,983
70,983,983,976
48,803,909,946
48,610,908,767
24,603,842,674
0,687,705,974
0,706,723,983
0,700,736,950
0,686,696,847
0,983,824,961
0,974,856,983
0,876,798,983
0,593,664,973
0,468,542,795
0,340,464,843
0,369,375,983
0,674,541,944
0,526,599,513
0,340,547,327
0,396,219,173
51,165,161,139
108,62,75,91
198,9,21,51
270,0,16,0
322,0,0,0
319,0,0,0
346,0,0,0
390,0,0,0
503,0,0,0
615,0,0,0
777,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
929,0,0,0
747,12,11,0
983,20,20,23
983,24,18,45
983,94,59,7
983,105,73,33
983,117,62,60
966,107,121,122
770,108,162,96
666,72,150,168
717,51,90,114
815,30,58,89
659,0,45,63
516,0,0,18
523,89,10,38
624,307,58,115
444,423,194,116
538,566,588,111
664,416,229,103
597,576,81,179
415,516,577,184
532,983,844,204
689,983,983,318
795,983,983,409
860,983,983,588
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,921,983,983
965,483,934,983
776,461,983,983
694,231,958,983
491,311,822,983
407,442,323,977
275,393,491,817
171,481,537,983
119,746,551,868
108,983,983,908
112,983,983,983
82,983,983,983
72,983,983,983
76,983,983,983
71,983,983,983
70,983,983,983
86,983,867,983
55,694,694,983
63,383,615,774
66,334,561,791
38,371,346,730
33,380,361,411
76,328,349,386
70,220,320,419
85,215,242,362
143,153,139,219
299,116,89,172
513,82,69,177
497,78,90,124
590,126,61,60
861,205,133,37
983,204,246,6
983,161,210,0
983,98,152,86
983,53,88,101
983,50,53,120
983,71,65,226
983,568,519,219
983,968,743,356
983,983,841,403
983,822,884,437
0,983,983,379
983,983,916,472
983,983,976,699
983,983,983,983
983,983,983,983
8,983,983,983
545,983,983,983
12,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,939,983,983
983,733,712,983
975,658,918,983
795,655,804,983
798,834,846,898
710,980,983,983
710,983,983,983
759,983,983,983
756,983,983,983
754,983,983,983
694,983,983,983
666,983,983,983
681,983,983,983
731,983,983,983
768,983,983,983
824,983,983,983
807,983,983,983
862,983,983,983
897,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
949,983,983,983
900,983,983,983
885,983,983,983
856,983,983,983
865,983,983,983
840,983,983,983
822,983,983,983
545,983,983,983
707,983,983,983
789,983,983,983
626,983,983,983
561,983,983,983
428,983,983,983
366,983,983,983
336,983,983,983
267,983,983,983
213,983,983,983
143,983,983,983
138,983,983,983
125,983,983,983
98,983,983,983
47,982,983,983
9,696,904,983
0,475,721,983
0,405,537,644
0,367,416,492
0,446,343,356
4,393,535,382
69,327,492,332
84,358,501,323
201,331,377,254
448,319,321,210
541,189,223,223
460,95,142,153
763,45,66,47
502,22,32,0
594,11,0,0
983,0,0,0
983,0,0,0
983,0,0,0
791,0,0,0
983,0,0,0
983,0,0,0
983,14,32,24
983,112,111,77
983,447,426,90
983,911,840,354
983,983,983,636
983,983,983,897
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,901,983,983
983,749,957,983
983,575,739,983
983,577,660,983
983,614,621,848
983,700,737,849
983,813,937,610
983,742,983,539
983,983,983,983
983,983,983,960
983,983,983,983
983,983,983,983
983,980,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,966
983,983,983,976
890,983,983,949
661,983,983,922
563,983,983,983
480,983,983,983
399,861,913,983
278,609,763,879
203,611,727,560
224,582,690,502
220,581,694,562
175,630,632,640
126,575,738,689
118,697,852,712
118,983,983,757
106,983,983,887
111,983,983,983
87,983,983,983
127,983,983,983
198,983,983,983
241,773,981,983
306,821,871,983
442,794,739,758
572,756,603,678
659,565,492,653
787,389,429,558
843,235,426,503
973,350,538,469
972,368,406,429
983,318,356,301
979,153,179,251
983,117,118,261
983,78,89,170
983,133,157,157
983,285,240,218
983,290,287,137
983,431,431,166
983,638,676,137
983,733,723,287
983,983,983,660
983,983,983,877
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,957,983,983
805,980,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
931,983,983,983
914,983,983,983
983,983,983,983
968,983,983,983
769,983,983,983
725,983,983,983
795,983,983,983
964,983,983,983
779,983,983,983
905,983,983,983
581,983,983,983
506,983,983,983
449,983,983,983
366,983,983,983
444,983,983,983
353,983,983,983
351,983,983,983
243,983,983,983
266,983,983,983
158,983,983,983
88,983,983,983
128,983,983,983
141,983,983,983
133,983,983,983
132,983,983,983
209,983,983,983
450,983,983,983
645,983,983,983
810,952,854,983
966,662,750,983
983,459,816,817
983,423,636,748
983,482,393,501
684,104,272,313
983,42,117,126
983,0,98,75
983,32,41,39
704,0,0,0
983,0,0,0
965,123,88,47
983,306,381,188
983,600,725,393
983,729,683,605
983,810,846,872
983,859,975,983
983,674,475,624
983,353,55,67
983,89,168,0
983,0,426,491
983,0,421,576
983,0,161,751
983,0,60,346
983,222,36,234
983,887,96,76
983,983,815,114
983,983,983,212
983,983,983,769
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
965,983,983,983
772,983,983,983
779,983,983,983
620,983,983,983
622,983,983,983
520,974,983,983
540,708,855,983
554,594,633,960
446,720,698,748
487,725,812,593
562,845,983,570
742,922,983,702
799,970,983,879
535,978,983,901
983,972,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,963,983,983
983,983,983,983
983,918,983,899
983,983,983,871
973,983,983,954
983,982,983,949
736,978,983,926
901,855,902,936
983,918,862,910
983,983,970,937
983,983,983,983
983,983,983,983
983,836,983,954
983,807,967,899
983,951,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
494,983,983,983
164,983,983,983
206,983,983,983
785,983,983,983
547,983,983,983
264,983,983,983
457,983,983,983
768,983,983,983
983,983,983,983
979,983,983,983
913,983,983,983
886,983,983,983
916,983,983,983
837,983,983,983
776,983,983,983
822,983,983,983
907,983,983,983
983,983,983,983
970,983,983,983
745,983,983,983
755,983,983,983
597,983,983,983
983,983,983,983
983,983,978,983
983,983,974,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,982
983,983,983,949
983,918,932,971
766,822,767,841
599,798,641,708
563,788,708,604
643,707,983,588
599,879,983,720
657,924,983,855
380,845,983,983
647,983,983,983
891,953,983,983
637,983,983,983
453,983,983,983
397,983,983,983
226,983,983,983
178,983,983,983
234,983,983,983
495,983,983,983
726,983,819,983
846,983,983,921
499,983,983,982
441,983,983,852
473,983,983,604
395,983,983,983
357,983,983,983
353,983,983,983
185,983,983,983
159,983,983,983
145,983,983,983
78,983,983,983
52,983,983,983
28,983,983,983
13,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,895,983,983
6,832,954,983
30,772,943,983
30,723,812,983
25,759,833,975
46,836,826,804
19,782,964,700
29,884,983,765
31,696,936,723
32,621,705,675
29,596,658,815
36,321,492,651
73,145,196,379
99,78,101,344
155,0,30,209
293,0,19,108
378,0,0,121
415,0,0,64
632,0,0,132
922,16,0,107
937,41,5,72
983,65,84,82
754,142,138,136
983,228,171,70
978,308,221,78
362,491,457,142
241,467,477,245
123,341,353,266
51,393,397,203
31,424,401,260
62,391,358,267
163,445,443,321
290,696,594,390
342,745,779,461
629,983,953,651
981,983,983,793
983,983,983,983
977,983,983,983
779,983,983,983
882,983,983,983
978,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
919,983,983,983
983,983,983,983
983,983,983,983
970,983,983,983
946,983,983,983
769,983,983,983
512,983,983,983
345,983,983,983
261,983,983,983
143,983,983,983
73,983,983,983
39,983,983,983
5,983,983,983
53,983,983,983
15,983,983,983
34,983,983,983
59,983,983,983
0,983,983,983
48,632,983,983
45,113,138,983
42,79,247,983
75,53,174,179
129,230,414,262
160,424,622,654
138,439,548,521
333,329,224,347
455,133,120,123
489,76,79,115
383,70,73,61
449,0,0,22
567,23,24,0
649,71,69,53
906,230,243,152
983,650,676,241
983,791,963,650
983,983,983,652
983,983,983,426
983,983,983,681
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,946,983
983,253,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,877
983,983,983,934
983,983,983,983
983,983,983,660
983,983,863,625
983,983,983,671
983,763,983,467
983,534,777,482
983,428,763,797
983,582,578,613
983,397,419,404
983,365,240,329
983,123,152,338
983,322,179,355
983,251,83,465
983,79,463,205
983,319,592,642
983,536,900,509
983,976,983,783
983,983,983,930
983,422,949,976
983,466,588,976
983,450,493,801
983,283,308,576
983,141,139,373
983,74,56,175
819,9,24,140
705,0,185,104
627,25,66,179
461,97,115,105
373,187,136,87
360,195,229,58
299,251,196,65
54,217,167,165
42,188,159,75
14,166,140,79
19,131,121,53
19,103,80,69
14,86,62,59
0,0,49,33
0,0,1,22
0,0,0,0
0,0,0,0
0,0,0,0
48,0,0,0
110,6,0,0
91,17,0,0
103,59,0,0
96,47,0,0
152,49,0,0
345,43,3,0
376,49,64,20
369,0,0,120
243,0,0,89
316,0,0,63
682,0,9,40
983,45,13,545
983,125,59,557
983,390,183,694
983,600,523,980
983,725,982,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
914,983,983,983
983,983,983,983
727,983,983,983
510,983,983,983
292,983,983,983
313,983,983,983
636,983,983,983
524,983,983,983
572,983,983,983
669,983,983,983
565,983,983,983
980,957,843,983
718,953,962,983
613,956,869,910
237,937,972,909
193,983,927,789
95,905,983,983
71,877,983,662
15,754,864,675
35,623,725,455
0,593,499,387
17,350,316,226
0,155,155,236
0,82,65,248
40,0,41,249
32,80,49,171
207,126,74,206
493,85,88,268
660,67,74,253
892,47,86,173
983,78,100,148
983,107,214,233
983,143,300,322
983,251,411,356
983,377,561,432
983,593,646,617
983,652,681,617
983,886,881,650
983,983,957,842
983,983,983,790
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
688,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
752,983,983,983
982,983,983,983
983,983,983,983
983,983,983,983
931,983,983,983
889,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
981,983,983,983
963,983,983,983
983,983,983,983
983,824,983,983
864,727,937,983
740,465,802,983
587,728,752,983
494,743,944,983
592,560,983,983
587,383,930,883
441,983,983,983
617,983,983,983
854,983,983,983
855,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
972,983,983,983
917,983,983,983
908,983,983,983
804,983,983,983
704,983,983,983
639,983,945,983
678,983,983,983
694,983,983,983
794,983,983,983
722,983,914,983
622,654,983,983
348,509,983,983
134,525,765,983
98,613,950,983
81,710,983,983
120,469,983,983
68,949,983,983
251,914,983,983
439,970,983,983
119,821,983,983
45,952,983,983
225,949,966,983
979,775,843,983
983,728,748,735
983,642,820,652
983,716,916,496
913,534,720,512
871,509,501,414
804,124,533,415
631,27,340,368
486,0,366,127
227,0,43,137
210,48,54,104
242,115,79,28
387,514,70,77
440,855,108,53
538,952,597,143
459,983,983,297
453,983,983,656
385,983,983,983
236,983,983,983
214,983,983,983
187,983,789,983
149,973,919,973
305,718,966,927
349,588,983,710
510,624,943,662
410,665,679,573
489,812,516,574
491,697,601,484
335,501,533,209
274,228,359,148
333,200,205,132
287,241,247,168
144,441,307,234
233,793,960,225
230,888,983,349
286,856,983,820
281,983,983,983
206,983,983,983
304,983,983,983
325,825,983,983
169,983,983,983
97,983,983,983
94,983,983,983
157,945,983,983
254,983,865,983
485,753,983,983
556,983,983,983
661,983,983,983
289,983,983,983
114,983,983,836
79,983,983,609
116,927,958,497
101,441,787,408
110,381,518,367
137,334,392,360
162,470,435,349
111,609,760,354
71,952,983,467
75,983,983,983
56,983,983,983
32,983,983,983
78,983,983,983
101,983,983,983
119,983,983,983
106,983,983,983
67,983,983,983
83,983,983,983
110,983,983,983
100,925,983,983
89,983,983,983
108,983,983,626
343,983,983,517
259,593,623,803
193,485,496,635
129,360,598,422
74,460,489,598
70,220,560,601
60,219,418,565
0,317,336,155
0,351,407,5
0,420,387,12
0,459,525,0
0,336,652,0
0,178,467,0
0,185,302,48
0,356,518,71
44,613,670,67
67,453,628,57
126,396,366,59
193,190,123,27
220,45,1,54
260,20,0,102
332,0,0,144
237,0,0,62
206,0,0,4
156,71,53,0
148,230,126,0
136,266,185,0
270,204,177,0
315,231,172,0
262,190,198,0
395,135,138,5
376,79,105,10
261,54,63,9
270,19,26,0
149,36,2,0
157,1,15,0
372,10,29,4
660,45,56,15
817,69,81,32
730,68,66,55
447,80,95,73
801,100,100,62
983,117,128,71
983,153,188,116
983,261,264,139
710,223,273,193
345,215,289,226
300,286,358,254
187,383,501,266
982,471,562,362
526,608,446,405
322,503,603,425
130,633,726,511
269,690,928,430
408,624,885,452
397,622,786,435
388,738,829,460
459,766,863,459
370,909,983,469
216,883,973,564
196,983,983,587
241,983,983,806
433,983,983,865
519,983,983,845
427,983,983,886
539,983,983,983
515,983,983,983
634,983,983,873
490,983,983,983
481,983,983,983
576,983,983,983
354,983,983,983
262,983,983,983
139,983,983,983
228,983,983,983
231,983,983,983
269,983,983,983
431,983,983,983
625,983,983,983
845,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
869,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
302,983,983,983
84,983,983,983
64,983,983,983
0,983,983,983
7,983,983,983
30,983,983,983
0,983,983,983
134,983,983,983
67,983,983,983
135,983,983,983
305,983,0,983
636,0,0,0
152,0,0,0
0,0,0,0
0,0,0,0
397,0,0,0
777,0,0,0
561,0,0,0
983,0,0,0
717,0,0,0
468,983,0,0
983,0,0,0
983,0,0,0
910,0,983,0
704,983,983,0
572,983,983,983
596,983,983,983
745,983,983,983
103,983,983,983
148,983,983,983
295,983,983,983
117,983,983,983
332,983,983,983
120,983,983,983
69,983,983,983
3,983,983,983
0,983,983,983
70,983,983,983
145,983,983,983
146,983,983,983
158,983,983,983
226,983,983,983
453,983,983,983
242,983,983,983
497,983,983,983
965,983,983,983
776,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
759,983,983,983
761,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
596,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
974,983,983,983
954,983,983,983
983,934,829,983
881,981,698,983
512,462,361,627
490,661,599,567
638,509,655,387
644,220,480,387
407,87,205,238
168,30,72,123
67,0,18,53
18,0,0,14
0,6,0,0
0,61,21,0
0,77,66,0
0,110,92,9
0,75,93,62
0,46,91,95
0,17,63,109
0,0,63,145
0,0,54,179
0,44,67,193
0,75,109,254
0,144,180,332
0,354,236,418
0,433,489,474
0,525,748,654
3,621,904,901
50,641,925,983
100,672,983,983
36,877,983,983
75,660,983,983
52,856,983,983
33,865,983,983
36,416,872,983
10,281,567,983
21,101,294,983
0,89,175,983
0,145,142,983
8,257,196,983
11,238,271,983
46,286,229,691
46,303,284,625
15,335,314,621
45,482,470,938
50,466,573,939
54,557,641,983
81,603,594,983
71,553,674,983
114,578,775,983
116,777,980,983
117,983,983,983
105,983,983,983
75,983,983,983
53,983,983,983
49,682,983,983
25,442,783,980
14,240,391,604
32,87,168,324
48,0,48,94
60,0,0,52
71,0,0,0
93,0,0,16
263,0,0,34
247,8,16,59
309,0,0,61
195,0,0,0
142,0,0,0
103,0,0,0
100,0,0,0
71,9,9,20
52,36,18,79
11,107,77,134
0,243,166,241
0,475,390,379
0,739,641,457
0,809,788,550
0,818,752,677
0,889,731,719
0,983,983,700
23,983,983,782
67,983,983,928
161,983,983,943
299,612,884,983
352,456,846,981
387,520,754,787
353,655,879,845
330,439,724,967
350,340,689,889
289,343,358,865
309,259,240,727
352,159,241,536
400,112,201,392
522,139,167,354
502,179,206,405
511,293,235,541
629,428,460,708
778,706,740,930
983,983,983,969
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,981
983,983,983,693
983,685,975,621
983,187,237,317
983,109,120,177
983,983,131,76
983,983,585,89
983,983,983,515
983,983,983,857
966,983,983,929
972,983,778,665
961,979,574,393
851,631,257,116
581,236,123,50
475,122,84,13
478,76,56,0
983,76,59,0
983,131,103,0
983,29,37,0
983,43,53,25
983,64,69,80
983,58,81,146
983,79,120,321
983,119,149,372
983,82,448,344
983,118,116,343
983,196,146,428
983,144,194,508
983,102,147,501
983,158,260,525
983,218,245,489
983,104,221,390
983,106,195,327
983,75,110,256
983,125,192,242
983,90,285,164
983,81,243,223
983,174,720,287
983,618,694,263
983,380,877,518
983,656,697,653
983,936,983,982
983,962,807,763
983,983,910,750
983,983,983,715
983,983,983,745
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,277,983,983
983,983,605,983
983,57,119,983
983,17,0,255
983,0,12,0
747,85,57,0
983,265,259,33
983,294,184,78
723,157,325,294
983,140,157,603
983,481,983,219
875,983,983,983
634,983,983,983
487,983,983,983
983,953,983,983
983,983,983,983
922,983,983,983
983,983,983,983
983,983,983,983
834,983,983,983
983,983,983,983
983,983,983,983
680,983,983,983
668,983,983,983
842,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
621,983,983,983
469,983,983,983
228,983,983,983
161,983,983,983
